group_type,group_label,n,mean_width_t0,mean_width_t1,coverage_factual,auc_factual,n_test,n_decide_t0,n_decide_t1,n_abstain,mean_regret_decided,p90_regret_decided,max_regret_decided
gender_dummy,gender_F,5661,0.20285640483369274,0.37535447432781943,0.7890832008479067,0.7407753430040616,5661,1200,2961,1500,0.0,0.0,0.0
gender_dummy,gender_M,7413,0.20237719181898325,0.3727854245442281,0.8008903278025091,0.7689538764040291,7413,1629,3737,2047,0.0,0.0,0.0
