alpha,score_type,q0,q1,mean_width_t0,mean_width_t1,coverage_factual,auc_factual,n_test,n_decide_t0,n_decide_t1,n_abstain,mean_regret_decided,p90_regret_decided,max_regret_decided
0.01,residual,0.9464361928403378,0.9324776604771614,0.9813831448554993,0.9865410923957825,0.9881444087501913,0.780709753117953,13074,0,0,13074,,,
0.05,residual,0.6337322890758514,0.8501360863447189,0.7115413546562195,0.938133180141449,0.9458467186782928,0.780709753117953,13074,0,0,13074,,,
0.1,residual,0.23800931870937347,0.6791284084320068,0.3090629577636719,0.7882367968559265,0.8949059201468563,0.780709753117953,13074,0,0,13074,,,
0.2,residual,0.11131002753973007,0.25457966327667236,0.1645362228155136,0.35888007283210754,0.7970781704145633,0.780709753117953,13074,18,5,13051,0.0,0.0,0.0
0.3,residual,0.05930548533797264,0.167650505900383,0.09664295613765717,0.2595820724964142,0.7014685635612666,0.780709753117953,13074,108,52,12914,0.0,0.0,0.0
0.4,residual,0.02848740480840206,0.13233226537704468,0.0505702868103981,0.2155420035123825,0.5970628728774667,0.780709753117953,13074,358,144,12572,0.0,0.0,0.0
